연,월,일,시,분,수신지역,내용
2020,12,4,17,54,중구,[중구청] 128번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy
2020,12,4,17,55,종로구,"[종로구청]관내 135~139번 확진자 발생 알림. 역학조사 진행중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,12,4,17,57,영등포구,[영등포구청] 오늘 17:00경 영등포구 양평1동 사출금형공장 화재로 인한 연기 다수 발생(현재 진화 완료). 인근 주민들께서는 연기로 인한 피해에 유의바랍니다.
2020,12,4,18,24,용산구,"[용산구청]코로나 249~256번 확진자(8명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2020,12,4,18,32,은평구,[은평구청]은평 390~409번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu
2020,12,4,19,5,송파구,"[송파구청]12. 4.(금) 19시 현재 코로나19 확진자 11명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,12,4,19,18,구로구,"[구로구청]코로나19 확진자 3명발생(294~296번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro"
2020,12,4,19,22,동대문구,"[동대문구청]335~338번 확진자발생, 내일부터 2주간 21시이후 서울을 멈추는 사회적거리두기 비상조치가 시행됩니다. ddm4you.blog.me 참조 바랍니다"
2020,12,4,19,34,강서구,[강서구청] 강서구 확진자 가족 등 환자 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,12,4,20,26,광진구,"[광진구청] 추가확진자 7명발생(203~209번), 202~209번 동선알림 상호공개된 업소(gwangjin.go.kr)확인 후 동시간대 이용 유증상자 검사 바람"
2020,12,4,20,36,중랑구,[중랑구청] 346~353번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조 바랍니다.
2020,12,4,21,4,강남구,"[강남구청] 559~568번 확진자 발생(gangnam.go.kr). 확산 중대기로가 될 이번 주말, 외출·모임을 최대한 자제해주시길 바랍니다"
2020,12,4,21,16,성동구,[성동구청] 12 .4 (금) 확진자 6명 발생(239번~244번) 상세내용 홈페이지 참고/마스크착용 및 모임자제 등 방역수칙 준수 요망 c19.sd.go.kr
2020,12,5,9,59,노원구,"[노원구청] 12.5(토) 확진자 7명 발생(512~518번). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 신속히 공개하겠습니다"
2020,12,5,10,18,도봉구,"[도봉구청]12.5(토)확진자14명발생(343~356번,쌍문3동,쌍문4동 2,창1동~창4동 각 1,도봉1동5,도봉2동2). 역학조사결과 조치사항 홈페이지 공개예정"
2020,12,5,10,35,중랑구,"[중랑구청] 11.20.~12.1 겸재로166(면목본동, PC데이(PC방)) 방문자는 중랑구보건소 선별진료소에서 검사받으시길바랍니다.(☏02-2094-0800)."
2020,12,5,10,35,중랑구,"[중랑구청] 12.5.(토) 확진자 8명(354~361번)발생.(면목2,4동,망우3동,신내1,2동) 역학조사 진행중. 완료 즉시 홈페이지 공개 예정입니다."
2020,12,5,10,38,강동구,[강동구청]12. 5.(토) 10시 기준 코로나19 확진자 7명 발생 및 확진자 역학조사 결과 안내. 세부내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다.
2020,12,5,10,51,영등포구,[영등포구청] 코로나 확진자 5명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr
2020,12,5,10,53,동작구,"[동작구청]427,428번째 확진자(완치자 297명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,5,11,24,금천구,"[금천구청]확진자 3명 발생, 연말연시 행사 및 모임 취소, 마스크 상시 착용,  사회적거리두기 준수, 카카오톡 채널 확인 pf.kakao.com/_hUpLxb"
2020,12,5,11,41,서초구,"[서초구청] 550~554번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 외출·모임 최대한 자제, 마스크 착용 등 방역수칙 준수바랍니다."
2020,12,5,11,50,성북구,[성북구청] 494~504번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb
2020,12,5,14,5,중구,[중구청] 129~132번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy
2020,12,5,14,11,강북구,"[강북구청]확진자3명(214~216번,수유3동,우이동,번2동)발생,동선 홈페이지(gangbuk.go.kr)추후공개예정. 마스크착용바랍니다."
2020,12,5,14,27,동작구,"[동작구청]11.19~12.3 백두산사우나(사당로17길8,사당3동 대림아파트 상가내)이용하신 남자이용고객은 동작구보건소(장승배기역1번출구)에서 진단검사 바랍니다."
2020,12,5,15,2,동작구,"[동작구청]429~445번째 확진자(완치자 299명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,5,15,49,도봉구,"[도봉구청] 12. 5(토) 추가 확진자 1명 발생(357번, 도봉1동). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,12,5,15,51,관악구,[관악구청] 코로나 확진자 6명 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,12,5,16,10,중랑구,[중랑구청] 362번 추가확진자(망우본동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2020,12,5,16,37,양천구,"[양천구청] 확진자 349~359번째 발생안내 (목1,2동,신월2,7동,신정3,7동). blog.naver.com/yangcheon2016/222163777465"
2020,12,5,16,39,서대문구,"[서대문구청]코로나19. 292~294번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,12,5,16,39,종로구,"[종로구청]관내 140~143번 확진자 발생 알림. 역학조사 진행중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,12,5,16,50,마포구,[마포구청]확진자 4명 발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,12,5,17,3,은평구,[은평구청]은평 410~422번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu
2020,12,5,17,4,송파구,"[송파구청]12. 5.(토) 17시 현재 코로나19 확진자 14명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,12,5,17,29,강서구,[강서구청] 강서구 확진자 가족 등 환자 16명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,12,5,17,54,동작구,"[동작구청]446~459번째 확진자(완치자 299명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,5,18,16,서초구,"[서초구청] 555~558번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 연말 행사·모임 자제, 밀집·밀접·밀폐된 공간 방문 자제바랍니다."
2020,12,5,18,26,용산구,"[용산구청]코로나 257~266번 확진자(10명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2020,12,5,18,37,동대문구,"[동대문구청]339~345번확진자발생, ddm4you.blog.me 참조하시고, 소중한 일상을 지키기위해 연말연시 모임자제 및 마스크착용 등 방역수칙 준수바랍니다"
2020,12,5,18,46,강남구,[강남구청] 569~581번 확진자 발생(gangnam.go.kr). 오늘부터 2주간 21시 이후 서울을 멈추는 강력한 사회적 거리두기 조치가 시행됩니다
2020,12,5,18,46,강동구,"[강동구청]12.5(토) 18시기준 대명초등학교 확진자 발생 진행상황, 확진자 8명 발생,확진자 2명 역학조사 결과, 홈페이지(c19.gd.go.kr)참고바랍니다"
2020,12,5,18,55,구로구,"[구로구청]코로나19 확진자 7명 발생(297~303번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2020,12,5,19,36,성동구,[성동구청] 12.5(토)확진자8명발생(245번~252번) 상세내용 홈페이지 참고 c19.sd.go.kr
2020,12,5,20,8,중랑구,[중랑구청] 354~362번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조 바랍니다.
2020,12,5,20,36,광진구,"[광진구청]추가확진6명발생(210~215번), 210~214번·타지역확진자 동선 알림. 타지역확진자 동선중 상호공개업소(gwangjin.go.kr)확인후 검사바람"
2020,12,6,9,21,도봉구,"[도봉구청] 12. 6(일) 확진자 3명 발생(358~360번, 창2동, 창5동, 도봉2동). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,12,6,9,58,노원구,"[노원구청] 12.6(일) 확진자 8명 발생(519~526번). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 신속히 공개하겠습니다"
2020,12,6,10,44,중랑구,"[중랑구청]12.6.(일)확진자12명(363~374번)발생.(면목2,5,상봉1,중화2,묵1,망우본,신내1,2)역학조사 진행중. 완료 즉시 홈페이지 공개예정입니다."
2020,12,6,11,15,강동구,[강동구청]12.6.(일) 10시 기준 확진자 4명 발생 및 대명초 확진자 발생 관련 진행상황 안내. 세부내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다.
2020,12,6,11,53,서초구,"[서초구청] 559~569번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 모임·행사 자제, 손씻기, 마스크 착용 등 방역수칙 꼭 지켜주세요."
2020,12,6,13,3,금천구,"[금천구청]확진자 4명 발생, 병상이송 및 자택방역 예정, 사회적거리두기 나와 가족을 지키는 강력한 방역수단, 카카오톡채널 pf.kakao.com/_hUpLxb"
2020,12,6,14,1,강북구,"[강북구청]확진자8명(217~224번)발생, 동선 홈페이지(gangbuk.go.kr)추후 공개 예정. 유증상시 즉시 강북보건소 검사 바랍니다."
2020,12,6,14,45,동작구,"[동작구청]460~479번째 확진자(완치자301명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,6,14,51,도봉구,"[도봉구청] 12. 6(일) 추가 확진자 3명 발생(361~363번, 창2동 2명, 도봉1동). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,12,6,14,52,강서구,[강서구청] 강서구 확진자 가족 등 환자 10명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,12,6,14,54,마포구,[마포구청] 확진자 8명 발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,12,6,15,14,영등포구,[영등포구청] 코로나 확진자 5명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr
2020,12,6,15,47,은평구,[은평구청]은평423~426번 확진자 발생. 역학조사 진행중. 상세 내용은 추후  홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu
2020,12,6,16,4,중랑구,"[중랑구청] 추가확진자 3명(375~377번) 발생(망우본,망우3,신내1). 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다."
2020,12,6,16,30,중구,[중구청] 133~139번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy
2020,12,6,16,39,양천구,"[양천구청] 확진자 360~369번 발생안내(목1,2,3,4,5,신월2,신정4,6동). blog.naver.com/yangcheon2016/222164679970"
2020,12,6,16,53,관악구,[관악구청] 코로나 확진자 17명 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,12,6,17,2,성북구,[성북구청] 494~504번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb
2020,12,6,17,3,강남구,[강남구청] 582~594번 확진자 발생(gangnam.go.kr). 8일부터 3주간 수도권 거리두기 2.5단계 시행! 마스크 착용 등 방역수칙 철저히 지켜주세요
2020,12,6,17,5,서대문구,"[서대문구청]코로나19. 295~302번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory"
2020,12,6,17,17,성북구,[성북구청] 505~515번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb
2020,12,6,17,29,종로구,"[종로구청]관내 144~148번 확진자 발생 알림. 역학조사 진행중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,12,6,17,35,서초구,"[서초구청] 570~578번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 강화된 거리두기와 마스크 착용, 손씻기 등 방역수칙 준수바랍니다."
2020,12,6,18,14,구로구,"[구로구청] 코로나19 확진자 6명발생(304~309번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro"
2020,12,6,18,33,동대문구,"[동대문구청]346~354번 확진자발생, ddm4you.blog.me 참조하시고, 코로나 확산세가 심각하니 외출,모임,다중이용시설 방문을 최대한 자제부탁드립니다."
2020,12,6,18,33,용산구,"[용산구청]코로나 267~275번 확진자(9명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2020,12,6,19,48,광진구,"[광진구청]확진자11명 발생(216~226),215~220·222~223·타지역확진자 동선알림 타지역확진자 방문업소(gwangjin.go.kr)확인 후 검사바람"
2020,12,6,20,3,송파구,"[송파구청]12. 6.(일) 20시 현재 코로나19 확진자 12명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,12,6,20,29,강동구,[강동구청]12.6.(일) 20시 기준 확진자 1명 발생 및 대명초 관련 최종 검사결과 안내. 세부내용은 홈페이지(c19.gd.go.kr)를 참고하시기 바랍니다.
2020,12,6,22,5,중랑구,[중랑구청] 363~377번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조 바랍니다.
2020,12,7,9,49,도봉구,"[도봉구청] 12. 7(월) 확진자 3명 발생(364~366번, 창1동 2명, 방학1동 1명). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다."
2020,12,7,9,58,노원구,"[노원구청] 12.7(월) 확진자10명 발생(527~536번). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 신속히 공개하겠습니다"
2020,12,7,13,4,중랑구,"[중랑구청]12.7.(월) 확진자 19명(378~396번) 발생. (면목본, 면목3.8, 면목5, 상봉1, 중화2, 망우본, 망우3, 신내2) 역학조사 진행 중."
2020,12,7,13,5,중랑구,[중랑구청] 완료 즉시 홈페이지 blog.naver.com/jung_nang_gu 공개 예정입니다.
2020,12,7,13,14,강북구,"[강북구청]확진자3명(225~227번)발생, 동선 홈페이지(gangbuk.go.kr)추후 공개 예정. 유증상시 즉시 강북보건소 검사 바랍니다."
2020,12,7,13,32,금천구,"[금천구청]확진자 3명 발생, 병상이송 및 자택방역 예정, 12.8.부터 사회적거리두기 2.5단계 상향, 카카오톡채널 pf.kakao.com/_hUpLxb"
2020,12,7,14,29,성북구,[성북구청] 516~520번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb
2020,12,7,15,27,양천구,"[양천구청] 확진자370~379번 발생안내(목1·3·4·5,신정6·7동). 블로그참조. blog.naver.com/yangcheon2016/222165701025"
2020,12,7,15,28,중구,[중구청] 140~144번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy
2020,12,7,16,20,중랑구,[중랑구청] 397번 추가확진자(묵1동)발생. 역학조사 진행중. 완료 즉시 홈페이지 공개 예정입니다.
2020,12,7,16,42,마포구,[마포구청] 확진자 8명 발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,12,7,17,0,동작구,"[동작구청]480~488번째 확진자 발생(완치자 305명), 구홈페이지 및 블로그, SNS확인 바랍니다. blog.naver.com/dongjaksaran"
2020,12,7,17,23,관악구,[관악구청] 코로나 확진자 14명 발생 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,12,7,17,33,서대문구,"[서대문구청]코로나19. 303~306번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,12,7,17,33,송파구,"[송파구청]12. 7.(월) 17시30분 현재 코로나19 확진자 6명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,12,7,17,59,강남구,"[강남구청] 595~604번 확진자 발생(gangnam.go.kr). 언제, 어디서든 감염은 발생할 수 있습니다. 실내외에서 항상 마스크 착용 바랍니다"
2020,12,7,18,9,동대문구,"[동대문구청]355~357번확진자발생, ddm4you.blog.me 참조하시고, 활동량이 많은 청장년층 확진비율이 높으니 외출을 자제하고 가능한 집에 머물러주세요"
2020,12,7,18,10,은평구,[은평구청]은평 427~446번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu
2020,12,7,18,25,강서구,[강서구청] 강서구 확진자 가족 등 환자 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,12,7,18,25,동작구,"[동작구청]489번째 확진자(완치자 305명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,12,7,18,43,영등포구,[영등포구청] 코로나 확진자 4명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr
2020,12,7,18,44,구로구,"[구로구청]코로나19 확진자 9명 발생(310~318번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2020,12,7,19,5,용산구,"[용산구청]코로나 276~278번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2020,12,7,19,17,종로구,"[종로구청]관내 149~151번 확진자 발생 알림. 역학조사 진행중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,12,7,19,45,강동구,"[강동구청]12.7(월) 18시기준 코로나19 확진자 12명 발생 및 역학조사 결과 안내, 세부내용은 홈페이지(c19.gd.go.kr) 참고바랍니다."
2020,12,7,20,33,광진구,"[광진구청] 227~238번 확진자 발생, 221번·224~238번 및 타지역확진자 동선알림 상호공개업소(gwangjin.go.kr)확인 후 유증상자 검사바람."
2020,12,7,21,12,구로구,"[구로구청]코로나19 확진자 2명 발생(319~320번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2020,12,7,21,24,중랑구,[중랑구청] 378~397번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조 바랍니다.
2020,12,8,10,0,노원구,"[노원구청] 12.8(화) 확진자 6명 발생(537~542번). 동선 및 조치사항 구 홈페이지 공개, blog.naver.com/goodnowon 참고바랍니다."
2020,12,8,10,13,도봉구,"[도봉구청] 12. 8(화) 확진자 8명 발생(367~374번, 쌍문1동, 방학1동, 방학2동, 방학3동 4명, 도봉2동). 역학조사결과 홈페이지 공개예정입니다."
2020,12,8,10,49,강동구,"[강동구청]12.8(화) 10시기준 코로나19 확진자 5명 발생 및 역학조사 결과 안내, 세부내용은 홈페이지(c19.gd.go.kr) 참고바랍니다."
2020,12,8,10,55,성북구,[성북구청] 521~524번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb
2020,12,8,10,56,강북구,"[강북구청]춤, 노래교실, 공연장 등을 통한 감염자가 폭증하고 있습니다. 해당장소 방문을 자제하여 주시고 거리두기(2.5단계)방역수칙을 준수하여 주시기 바랍니다."
2020,12,8,11,18,동작구,"[동작구청]490~499번째 확진자(완치자 310명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,8,11,35,중랑구,"[중랑구청]12.8.(화) 확진자 16명(398~413번) 발생. (면목본, 면목3.8, 면목4, 상봉1, 중화2, 망우본, 망우3, 신내1) 역학조사 진행 중."
2020,12,8,11,37,중랑구,[중랑구청] 완료 즉시 홈페이지 blog.naver.com/jung_nang_gu 공개 예정입니다.
2020,12,8,11,42,서초구,"[서초구청] 579~587번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 외출·모임 자제, 마스크 착용, 손씻기 등 방역수칙 준수바랍니다."
2020,12,8,12,40,성동구,"[성동구청] 12.8(화)확진자 1명 발생(259번,20대) 상세내용 c19.sd.go.kr"
2020,12,8,13,7,강북구,"[강북구청]확진자7명(228~234번)발생, 동선 홈페이지(gangbuk.go.kr/intro_gb.jsp)추후 공개예정. 유증상시 즉시 강북보건소 검사바랍니다."
2020,12,8,13,52,금천구,"[금천구청]151번째 확진자 발생, 전체 확진자 151명 중 완치 102명, 치료중 47명, 기타 2명, 카카오톡 채널확인 pf.kakao.com/_hUpLxb"
2020,12,8,14,23,동작구,"[동작구청]500~502번째 확진자(완치자 310명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,8,16,7,중랑구,"[중랑구청] 추가확진자 3명(414~416번) 발생(면목본동, 상봉2동, 망우본동). 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다."
2020,12,8,17,20,용산구,"[용산구청]12.4(금) 06:30~10:30, 보광동 신호사우나(남성) 이용자는 용산구 보건소에서 코로나19 검사를 받으시기 바랍니다.(☎2199-8373~6)"
2020,12,8,17,22,양천구,"[양천구청] 확진자380~393번 발생(신정1·4·7,신월4,목2·3·4·5) 안내. blog.naver.com/yangcheon2016/222166976352"
2020,12,8,17,43,서초구,"[서초구청] 588~595번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 외출·모임 자제, 마스크 착용, 거리두기 등 방역수칙 준수바랍니다."
2020,12,8,17,48,관악구,[관악구청] 최근 코로나19 확진자 중 가족 간 감염률이 20%입니다. 가정 내 거리두기 실천 및 개인방역수칙 준수하여 가족 간 건강을 지켜주세요
2020,12,8,17,50,서대문구,"[서대문구청]코로나19. 307~316번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory"
2020,12,8,18,3,송파구,"[송파구청]12. 8.(화) 18시 현재 코로나19 확진자 11명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다."
2020,12,8,18,3,종로구,"[종로구청]관내 152~154번 확진자 발생 알림. 역학조사 진행중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401"
2020,12,8,18,8,중구,[중구청] 145~151번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy
2020,12,8,18,12,관악구,[관악구청] 코로나 확진자 17명 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu
2020,12,8,18,14,마포구,[마포구청] 확진자 10명 발생. 역학조사 진행 중이며 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77
2020,12,8,18,17,구로구,"[구로구청] 코로나19 확진자 10명 발생(321~330번)역학조사후 동선공개, 구청 블로그(홈페이지)참고바랍니다. blog.naver.com/digital9ro"
2020,12,8,18,19,은평구,[은평구청]은평 447~456번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu
2020,12,8,18,30,용산구,"[용산구청]코로나 279~283번 확진자(5명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2020,12,8,18,34,영등포구,[영등포구청] 코로나 확진자 6명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr
2020,12,8,19,10,강서구,[강서구청] 강서구 확진자 가족 등 환자 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,12,8,19,37,강남구,"[강남구청] 605~617번 확진자 발생(gangnam.go.kr). 나와 가족, 소중한 사람들을 위해 이번 연말엔 온택트로 안부를 전해주세요"
2020,12,8,19,37,광진구,"[광진구청] 239~244번 확진자 발생. 239,241번 역학조사 결과 알림. 상세내용 gwangjin.go.kr 확인 바랍니다. 외출, 모임 자제 바람!"
2020,12,8,20,14,동대문구,"[동대문구청]358~369번확진자발생, ddm4you.blog.me 참조하시고, 사회적거리두기 최고단계보다 사람간 접촉을 최소화하기위한 모두의 노력이 더중요합니다"
2020,12,8,20,53,중랑구,[중랑구청] 398~416번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조 바랍니다.
2020,12,8,21,27,강동구,[강동구청]12.8.(화) 20시 기준 코로나19 확진자 9명 발생 및 역학조사 결과 안내. 세부내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.
2020,12,8,21,27,구로구,"[구로구청] 코로나19 확진자 2명 발생(331~332번)역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro"
2020,12,9,9,43,도봉구,"[도봉구청] 12. 9(수) 확진자 5명 발생(375~379번, 쌍문1동 2, 창3동, 창5동, 도봉2동). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정."
2020,12,9,9,56,노원구,"[노원구청] 12.9(수) 확진자 9명 발생(543~551번). 동선 및 조치사항 구 홈페이지 공개, blog.naver.com/goodnowon 참고바랍니다."
2020,12,9,10,28,동작구,"[동작구청]503,504번째 확진자(완치자 320명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,12,9,10,32,중랑구,[중랑구청] 완료 즉시 홈페이지 blog.naver.com/jung_nang_gu 공개 예정입니다.
2020,12,9,10,32,중랑구,"[중랑구청] 12.9.(수) 확진자 9명(417~425번, 면목본동, 면목38동, 면목7동, 상봉1동, 상봉2동, 묵2동, 망우3동) 발생. 역학조사 진행중."
2020,12,9,10,59,종로구,"[종로구청] 타지역 503~538번 확진자 관내 이동동선 등 홈페이지, 블로그 공개. 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2020,12,9,11,9,동작구,"[동작구청]505번째 확진자(완치자 320명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,12,9,11,24,강동구,[강동구청]12.9.(수) 10시 기준 코로나19 확진자 2명 발생 및 역학조사 결과 안내. 세부내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.
2020,12,9,11,51,서초구,"[서초구청] 596~603번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 외출·모임 자제, 마스크 착용, 거리두기 등 방역수칙 준수바랍니다."
2020,12,9,12,41,성동구,"[성동구청] 12. 9(수) 확진자 5명 발생(260번~264번/60대 1명, 40대 1명, 30대 3명)/역학조사 중/홈페이지 참고 c19.sd.go.kr"
2020,12,9,13,16,강북구,"[강북구청]확진자5명(235~239번)발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 유증상시 강북보건소 검사바랍니다."
2020,12,9,13,33,성북구,[성북구청] 525~529번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb
